genre,file,centroid_mean,bandwidth_mean,zcr_mean,rms_mean,centroid_std,bandwidth_std,zcr_std,rms_std,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,dwt_energy_1,dwt_std_1,dwt_zcr_1,dwt_entropy_1,dwt_energy_2,dwt_std_2,dwt_zcr_2,dwt_entropy_2,dwt_energy_3,dwt_std_3,dwt_zcr_3,dwt_entropy_3,dwt_energy_4,dwt_std_4,dwt_zcr_4,dwt_entropy_4,dwt_energy_5,dwt_std_5,dwt_zcr_5,dwt_entropy_5,dwt_energy_6,dwt_std_6,dwt_zcr_6,dwt_entropy_6
blues,blues.00001.wav_seg5,1897.8116994186782,2336.6820430290495,0.07091380931712964,0.110348016,633.3113148077449,339.21904585645257,0.046986793040093316,0.05173633,-164.53766,64.02634,114.26291,22.747736,9.816006,15.994708,31.227346,14.859753,-6.4237843,15.785639,25.049063,9.762242,-16.388628,10.711891,26.612284,11.413595,-18.141617,10.668149,17.996782,9.683291,-11.714943,9.142775,4.956734,9.418736,-3.4268553,7.5570855,0.2639403,0.5137402,0.4847870182555781,11.147972,0.12017601,0.34666276,0.5960591133004927,11.089092,0.032661617,0.1807192,0.6489269141531323,11.909875,0.0049873805,0.07062111,0.6554475554910779,12.871126,0.0007677904,0.02770895,0.6142349270840891,13.869692,0.00032671646,0.0180753,0.7005278720046438,14.805293
blues,blues.00001.wav_seg6,1393.574104811209,1964.0942684092277,0.04795780888310185,0.09972525,411.6145108152018,357.7839824150557,0.017417353757845,0.048676565,-202.67451,87.86478,133.06653,19.32123,6.8947387,13.74587,41.309128,13.278316,-2.556831,15.067896,24.09912,9.733863,-7.5463157,9.931037,27.713821,13.06872,-11.6056385,10.436548,10.457798,7.936854,-6.763127,8.135683,1.7100785,8.283007,-6.2641826,7.6039314,0.26866344,0.51832753,0.447116777745581,11.142984,0.06917041,0.2629929,0.6621269197334106,11.005072,0.021619784,0.14703321,0.6145591647331786,11.768524,0.0025250753,0.050250117,0.6413027709270274,12.849099,0.00035401544,0.018815223,0.6422767176957122,13.85153,0.00012302528,0.011091677,0.726939612168266,14.602616
blues,blues.00002.wav_seg1,1550.0374990199837,1742.1578131462584,0.0724803783275463,0.15906574,550.4725634233471,232.5421084396865,0.05333383872857923,0.04558848,-106.7147,53.270714,138.27287,29.016047,-25.117392,19.07505,33.036263,13.1905985,-17.002466,15.183082,25.98406,9.77391,-14.420881,11.964254,9.424596,13.157196,-12.161647,7.6053343,6.012224,9.119519,-13.856017,8.641158,4.9251223,7.683471,-9.078103,6.7245774,0.3883479,0.6231756,0.5239061141698058,11.254692,0.2385268,0.48837268,0.5801217038539553,11.1409,0.08285496,0.28784367,0.5829466357308585,12.096212,0.017499804,0.13228677,0.6994051936747425,13.072936,0.00192237,0.043844756,0.6403903359210622,14.005311,0.00021106662,0.014528132,0.7279191684655432,14.865305
blues,blues.00002.wav_seg2,1492.4280975809463,1732.3164859453154,0.06745288990162036,0.17168751,381.74190236796994,273.70006933763926,0.02239110908966808,0.044306822,-92.9415,56.390457,146.37701,18.928514,-27.558872,17.643623,37.23732,10.606981,-18.48186,12.137575,26.885193,9.081609,-13.25359,10.572789,13.187335,9.143146,-11.776594,9.418831,9.768604,6.7462406,-13.151729,6.1573286,5.232343,6.597164,-9.242132,7.985225,0.46705282,0.6834122,0.4792813677195016,11.314338,0.25228173,0.50226194,0.5966386554621849,11.176027,0.08979623,0.2996572,0.6099187935034803,12.166418,0.021514438,0.14667775,0.6814884665602785,13.04655,0.0028178096,0.05308292,0.6599071319741711,13.96479,0.00025191446,0.015871814,0.7193934006929453,14.850506
blues,blues.00002.wav_seg3,1519.570012797506,1724.8755006171914,0.07287145543981481,0.18226539,352.5252024884859,249.6183486984308,0.027076290744943533,0.038821395,-83.619156,52.86862,146.70277,18.116371,-31.262411,17.993214,36.140934,9.888382,-19.403698,11.714334,27.502682,7.792132,-13.560387,9.582223,13.046954,7.753038,-13.012995,8.6096525,9.842988,7.780543,-15.405247,7.3935685,5.0650277,7.8500957,-7.914475,8.16293,0.508962,0.71341354,0.5169516082294987,11.3275795,0.252243,0.5021701,0.6108374384236454,11.260815,0.10570678,0.3251251,0.5949825986078886,12.15663,0.026079524,0.16149142,0.6849702596837371,13.1159,0.0044065975,0.06638215,0.6656751070158892,13.936924,0.00030707585,0.01752358,0.7151123768752154,14.873758
blues,blues.00002.wav_seg4,1498.144067365336,1668.9969811175854,0.07282398365162036,0.15252563,455.0839078750942,327.93487912218677,0.02419307699165386,0.041751042,-118.041214,66.477325,145.16705,29.675215,-31.6285,20.866901,37.584175,14.758747,-14.683003,12.830154,26.987251,8.173398,-14.654905,11.637092,9.640528,11.255818,-13.8437395,9.477375,9.425521,8.889634,-15.936039,10.303322,3.577682,8.793657,-7.910709,9.334145,0.38494548,0.62043977,0.5320197044334976,11.268259,0.16335635,0.40415546,0.6134453781512605,11.213764,0.07652442,0.27662978,0.5755510440835266,12.137035,0.020241076,0.14227113,0.6827216016248367,13.076381,0.0022361241,0.047287542,0.6743089312921715,13.995348,0.00015465156,0.012435898,0.6986594590672447,14.8679905
blues,blues.00002.wav_seg5,1545.793564031657,1729.7284445886091,0.08057092737268519,0.1891759,214.90757214328917,286.7468882356501,0.0174173920456487,0.054220196,-78.24299,49.484993,144.78822,15.306749,-36.73395,21.905409,25.287035,8.473277,-13.13045,8.86602,25.555239,7.5642705,-18.450104,7.6930113,13.296242,8.815923,-14.6988945,5.9678373,14.397199,6.695775,-13.779424,6.598662,10.589513,7.286595,-12.01079,6.5477333,0.3940625,0.6277439,0.5239061141698058,11.282909,0.2689637,0.51861066,0.44392929585627355,11.220503,0.18172412,0.4262885,0.5669953596287703,12.136932,0.047155548,0.2171532,0.6994051936747425,13.09265,0.0032666656,0.057154667,0.6568236233040702,14.065647,0.00021358962,0.014614706,0.6842926333738458,15.063488
blues,blues.00002.wav_seg6,1709.6553157319208,1890.6183274590778,0.08919496889467593,0.19497155,279.7114442538665,221.7667964574189,0.029001849257223704,0.07083319,-72.057304,53.435844,130.37587,17.204845,-30.597395,22.248276,28.992056,9.150094,-9.365014,9.978935,29.379354,8.34163,-15.412946,8.078946,18.639662,6.875531,-12.315255,6.208493,15.985854,4.922712,-13.213795,4.5613403,11.818417,4.9180403,-13.238816,5.0260572,0.40059882,0.63292825,0.4607360185453492,11.309994,0.216659,0.46546364,0.5583888727904955,11.100216,0.17690054,0.4205813,0.5189965197215777,12.065901,0.08872595,0.29786846,0.6895401131582765,12.93133,0.0066811,0.08173793,0.6620111731843575,13.927927,0.00038274715,0.019563925,0.6802292887332886,15.003935
blues,blues.00003.wav_seg1,839.3472473712013,1343.5455629281723,0.024409541377314815,0.14999217,325.64434885628054,310.08896680031944,0.014045729722881902,0.0899667,-225.12614,76.88709,160.49052,20.661669,5.700141,17.730476,26.851997,10.280364,8.370367,13.2842045,9.451518,9.165013,2.127471,8.011048,10.046882,7.5534916,2.3898869,8.162671,9.063893,5.2119837,3.287354,6.9654455,3.3380752,5.0113316,-2.6495073,4.9804773,0.90355104,0.95055294,0.2920892494929006,11.070569,0.046997633,0.21678847,0.6296725586786439,10.964285,0.011010244,0.10492805,0.6885150812064965,11.905024,0.0015676636,0.03959362,0.6457275496880893,12.741517,0.00022988976,0.01516211,0.686389029964449,13.504202,2.5048794e-05,0.0050048768,0.6995845955702288,14.27536
blues,blues.00003.wav_seg2,1061.4130171614233,1521.755987278857,0.035520200376157406,0.12995084,380.4529043159544,375.60465229612504,0.017809285752271222,0.08166132,-205.766,75.83666,154.29099,23.8196,-1.6579846,16.207436,27.935091,12.859887,0.53014576,15.471774,10.133464,11.070822,-5.4840465,13.825997,10.924721,8.137757,1.9926641,8.478347,9.037856,8.328451,1.3143731,8.235612,6.426458,6.077619,-2.4114823,5.9386473,0.6242622,0.7901026,0.3341060562155897,11.034447,0.07823957,0.27952823,0.5354969574036511,10.979019,0.020424105,0.14291292,0.7185324825986079,11.957043,0.0022058624,0.04696648,0.6468881473959089,12.947314,0.00031166742,0.017654078,0.6699557425814409,13.739992,3.3693424e-05,0.0058046044,0.6984780597529341,14.544697
blues,blues.00003.wav_seg3,1144.362478874654,1672.2023187533346,0.035454644097222224,0.12824963,464.8055887457962,476.4047572639697,0.01980030622287125,0.07663285,-202.32176,78.01889,150.02762,25.03919,6.6083465,16.097528,23.270605,11.687267,0.7780473,13.752146,14.757479,12.019624,-8.775831,15.383772,9.967427,8.51156,0.2828878,9.922316,9.30013,9.743129,-3.4725907,9.495476,6.4017467,7.289412,-4.0244007,7.795811,0.6032754,0.776708,0.3265720081135903,11.081074,0.067990705,0.2607491,0.5818603303390322,10.934862,0.01627386,0.12756896,0.6801044083526682,11.926267,0.0022774546,0.047722664,0.6549397939939069,12.86254,0.0002810755,0.016765308,0.6319016179351374,13.688356,5.5450466e-05,0.007446507,0.6992036570101765,14.446505
blues,blues.00003.wav_seg4,1139.387666857884,1713.323155841844,0.034979926215277776,0.14835583,502.56059108586123,437.1516516178647,0.025903330823433424,0.07372264,-190.62444,71.01564,145.06822,20.530083,9.051701,14.350559,30.903397,10.964239,2.6694138,15.913862,19.476336,9.070873,-8.060125,12.315158,8.472844,8.753491,-4.46355,10.90097,10.595172,8.469973,-4.9707055,11.592354,7.167477,6.4502544,-5.1821923,7.0975795,0.77848876,0.88231784,0.34019124891335845,11.197714,0.070897155,0.266264,0.6273543900318748,10.954466,0.012770651,0.11300625,0.665893271461717,11.959453,0.0017392242,0.04170299,0.674887567097055,12.963603,0.0003113329,0.017644435,0.6275484292244069,13.786543,6.0515245e-05,0.0077791545,0.697226404484191,14.573537
blues,blues.00003.wav_seg5,1173.0163354120118,1708.2879461731795,0.03666630497685185,0.1456678,386.9116945748319,351.7039756730652,0.021771047433638672,0.07347124,-179.33026,63.871243,146.49794,17.080606,2.2867908,15.407487,24.914309,13.386308,-6.658378,18.250679,16.250908,12.557913,-6.172698,9.532624,11.625909,9.441214,-3.7928984,8.790386,7.6736155,7.7604136,-6.841265,9.723879,6.532856,7.268181,-0.63329554,8.093054,0.72193724,0.84966856,0.3682990437554332,11.134959,0.08432607,0.29036793,0.5766444508838018,11.051395,0.02059195,0.14349885,0.661977958236659,11.979906,0.0022278894,0.04720046,0.6608878572464819,13.008173,0.00030376957,0.017428957,0.6390118261626642,13.909951,4.6345045e-05,0.0068077194,0.7029042030221125,14.7972765
blues,blues.00003.wav_seg6,1078.928549495839,1652.465046119537,0.03177671079282408,0.1416171,404.21159948465413,351.5463014601761,0.0193978070695956,0.078378305,-197.21803,72.338745,148.01967,16.549395,8.228486,13.382629,30.732656,13.387167,2.0206478,17.262636,18.08445,9.268717,-4.7851624,11.657221,6.8287005,10.61407,-2.6279027,8.9998255,5.0376124,9.356383,-9.91424,10.639237,7.8831034,8.4934025,-0.9971401,9.679315,0.72737455,0.8528609,0.3619240799768183,11.088523,0.0772043,0.27784956,0.6177919443639525,10.979638,0.01436575,0.11985644,0.6400812064965197,11.842959,0.0015494319,0.03936282,0.6751777165240098,12.932882,0.00023255522,0.015249757,0.6336428934194297,13.79217,3.709586e-05,0.006090637,0.7020516262448528,14.639897
blues,blues.00004.wav_seg1,2057.8100918644304,1803.1686307632424,0.12487340856481481,0.106089465,832.8625473800305,348.15765650566135,0.07015354321413578,0.05440056,-148.09901,64.455536,115.34616,40.77919,-34.79279,16.293512,25.507704,16.317186,-34.92493,15.556118,15.149554,12.755253,-23.471218,11.61202,1.4458364,12.390588,-15.869086,12.05349,2.962356,11.181789,-16.011251,8.490768,-2.5852525,8.285029,-3.4624178,10.383617,0.052406337,0.2289243,0.716024340770791,11.23041,0.10399426,0.3224564,0.5068096203998841,11.175779,0.07577299,0.27523652,0.5915023201856149,12.016486,0.019220918,0.13863952,0.674887567097055,12.943922,0.0065496713,0.080930024,0.6389392730174853,13.674573,0.0011978793,0.03461039,0.7403994412901119,14.3000345
blues,blues.00004.wav_seg2,2037.9110108232028,1915.718545525618,0.10715738932291667,0.09481298,625.1043028822345,312.07843547702885,0.04496926803836374,0.05667791,-158.26808,81.415054,118.18737,30.154566,-31.808828,18.299633,24.727766,14.268913,-42.11516,21.13774,15.28333,11.936379,-25.038134,9.505309,10.229519,10.806089,-15.320518,15.092022,7.321411,9.8051405,-19.33632,7.454858,-3.7500503,7.9374385,-7.6808476,8.937175,0.038976207,0.19742383,0.6641553172993335,11.204706,0.07936793,0.2816799,0.49550854824688495,11.105996,0.08716575,0.2952127,0.6573375870069605,11.893525,0.012840588,0.11331633,0.6584941244741042,12.8558035,0.0050791823,0.071268305,0.644163099470362,13.580731,0.0005033433,0.022435313,0.7413064378616648,14.533498
blues,blues.00004.wav_seg3,1789.7817868657692,1626.7018590305354,0.10849564163773148,0.09886185,431.39813504371836,215.04721002165823,0.03176453532859322,0.043980606,-159.09169,64.99581,133.97546,25.047577,-51.02774,15.399686,27.929922,12.017511,-32.764687,11.879723,13.689681,10.683838,-26.743288,8.543221,-0.72256076,7.5009637,-12.383445,8.325827,2.8667958,8.455181,-13.733333,9.476415,2.4319983,11.671261,-9.879008,11.325015,0.037676286,0.1941038,0.6977687626774848,11.192492,0.07940488,0.2817802,0.46247464503042596,11.213228,0.059089977,0.24306063,0.593677494199536,12.149935,0.02826055,0.16810857,0.655157406064123,12.878044,0.0030691482,0.05539978,0.6602336211274759,13.847363,0.0002227791,0.014925786,0.7323090318718595,14.6895895
blues,blues.00004.wav_seg4,1739.5015182344316,1785.9970262062275,0.08508526837384259,0.06636761,515.0885078011172,287.3304471935196,0.030989176489644138,0.034343023,-191.02325,78.484215,134.42444,25.368662,-35.197113,18.394108,27.748486,13.139818,-33.250168,17.180912,14.763551,11.350805,-26.996286,8.937888,5.916021,10.241091,-15.563569,10.04014,4.7071347,8.874577,-17.26276,7.365579,0.51509905,8.365806,-13.352207,7.3382244,0.033368327,0.18266764,0.6679223413503332,11.187485,0.05159818,0.22700039,0.5207186322804984,11.144889,0.027455697,0.16569595,0.6632830626450116,11.932823,0.006829795,0.08264138,0.6597997968954011,12.722168,0.0012380998,0.035186633,0.617753754625263,13.530608,0.00015776517,0.012560461,0.7519182977488346,14.381058
blues,blues.00004.wav_seg5,1659.2307240363796,1673.1707282520208,0.08582221137152778,0.09486534,438.1413714584794,265.6121795761361,0.023828540011669265,0.049325988,-161.45062,73.13678,140.36476,23.901606,-40.90074,15.024881,22.213135,11.761771,-34.942646,19.955088,13.904626,10.179954,-29.591448,9.085247,3.1903477,10.919379,-14.647522,8.816216,2.5876346,8.948169,-14.027098,7.924446,2.8478413,9.207941,-9.241344,7.3689375,0.039079946,0.19768648,0.6922631121414082,11.26387,0.10424214,0.3208764,0.4592871631411185,11.173176,0.06542026,0.25576466,0.6566125290023201,11.994152,0.01814933,0.13471943,0.6837371246191789,12.752583,0.002050939,0.045287285,0.6305593847493289,13.633103,0.00023788144,0.015423406,0.7492517278284688,14.414668
blues,blues.00004.wav_seg6,1727.2765220985516,1687.5723138502933,0.09386980975115741,0.08655685,439.679963664398,238.811204268715,0.030373466072326053,0.034325164,-162.19812,65.402466,138.94528,22.509077,-43.08874,16.955242,27.679914,12.935027,-39.169907,17.301643,13.841851,8.924641,-28.69182,8.830325,2.7192705,9.636844,-15.59821,10.511367,4.318607,10.238931,-14.313895,9.763037,-1.319174,8.061865,-11.503208,9.625194,0.040710103,0.20176731,0.7082005215879456,11.251341,0.084339865,0.29017162,0.4905824398725007,11.220366,0.045512427,0.21332438,0.6439965197215777,12.161828,0.01009708,0.10048215,0.6706078630494705,12.956675,0.002307847,0.04803983,0.6333526808387143,13.688541,0.00020534731,0.014329945,0.7562537413608577,14.599118
blues,blues.00005.wav_seg1,1148.511575164879,1424.4970357972898,0.05324752242476852,0.07675019,334.44338846749326,340.78016162562017,0.01607866569368953,0.031471103,-229.35312,87.72434,167.61017,25.335781,-15.751876,29.311518,29.80468,16.42906,-20.245447,14.519663,10.0826,10.694559,-23.879662,8.0083275,3.1205738,8.654568,-8.801258,9.642009,1.9148643,7.7777724,-12.815142,5.3253098,-2.7379575,8.382658,-11.864601,6.971458,0.078037694,0.27935192,0.6647348594610258,11.255311,0.0900306,0.2998132,0.5882352941176471,11.1768875,0.020670675,0.14376436,0.7243329466357309,12.086601,0.002374241,0.048726145,0.6646597997968954,12.9338665,0.00029434057,0.017156325,0.637705869549445,13.66901,2.6347661e-05,0.0051329974,0.7141146806465072,14.483801
blues,blues.00005.wav_seg2,2444.016541013552,1932.5138734180343,0.13860179759837962,0.1284984,1224.7869899478305,481.29786949954627,0.10221057491182035,0.07696053,-160.58453,87.214226,86.84668,70.12536,-23.066755,23.013668,35.226578,23.844019,-32.82449,22.43625,22.329689,18.84983,-26.501467,16.101744,7.867026,13.218725,-15.919625,14.805651,2.8763864,12.514511,-15.169468,9.781077,0.8826308,10.742992,-7.406901,9.859369,0.10125897,0.3182121,0.7073312083454071,11.297066,0.20067447,0.44795862,0.565922920892495,10.970868,0.085979454,0.29321998,0.6303654292343387,11.739248,0.017742598,0.13320132,0.6096039460322066,12.762386,0.014725531,0.1213488,0.6072698251469201,13.4972725,0.0036274241,0.060228102,0.7546392874634934,14.249258
blues,blues.00005.wav_seg3,2491.996069671018,2032.195385622776,0.12986924913194445,0.09954098,1214.555579688625,348.0954895899858,0.11712118006848361,0.073692866,-195.68718,90.856834,76.54022,65.17104,-16.637442,26.936947,56.322147,24.696274,-20.422611,26.35878,25.019304,15.53721,-24.741312,13.950955,14.879241,9.7548685,-10.983588,12.427814,3.0507612,11.100771,-15.476717,11.244951,-0.76678777,10.170647,-8.83644,10.057247,0.1625964,0.40323037,0.6241669081425674,11.154693,0.0820748,0.28647578,0.6592292089249493,10.812456,0.04124792,0.20309572,0.6041183294663574,11.225658,0.010564821,0.102785096,0.5417089801247642,12.56223,0.011028921,0.10501765,0.6132917361967641,13.312909,0.0022393607,0.047321886,0.7548388267092351,14.160366
blues,blues.00005.wav_seg4,1277.0042324470678,1469.358623081206,0.06021909360532408,0.09551524,340.57429129873213,263.2348439749994,0.01768042110002504,0.030874876,-181.2071,67.028625,160.46077,20.647017,-28.795498,18.075487,28.828196,13.834288,-22.96805,10.862007,11.881386,8.364938,-24.096157,7.116664,4.2525306,9.426237,-12.347459,8.02302,1.2326753,7.431059,-13.716178,4.5626264,-1.211718,6.716435,-16.63064,6.5788007,0.1477215,0.3843452,0.7389162561576355,11.28871,0.096048996,0.30991435,0.6357577513764127,11.294857,0.028706837,0.1694305,0.6667633410672854,12.230642,0.004069374,0.063788,0.6666908457855796,13.148451,0.0006633311,0.025755068,0.6567873467314808,13.862858,5.3525415e-05,0.0073161065,0.7265042538139206,14.714916
